Feature_Name,Score
Sox10,36194.15015935856
Ctss,976.4205652907879
Laptm5,809.6004901861795
C1qb,761.8995075654475
Batf3,722.2895836631735
Pecam1,671.0771218090583
Mpeg1,666.3950208223368
Cd74,654.0862659918597
Cdh5,640.5091183089223
H2-Eb1,609.3689798356453
Pla2g7,596.8569994567819
H2-Aa,512.7256068982924
Egfl7,494.0695315899658
H2-Ab1,462.2889279517353
Cytip,451.4649393323033
Sparc,437.5750083308378
Ngfr,429.7864969797378
Plvap,425.35456332656
Flt1,402.9784241089637
Col1a1,401.5418566042284
