Feature_Name,Score
SOX10,8171.632716948254
C1QC,7390.864303068156
CD93,6880.810569988179
ROBO4,6772.3208031815275
SDS,6678.31848519449
KDR,6569.154302926484
SOX18,6282.4527393818325
TPSB2,6181.856112954311
CPA3,6102.068417209218
CDH5,6050.141897888414
C1QA,6025.973514710808
ITGB2,5987.713698274024
TYROBP,5920.655340088882
PCAT19,5870.660812770575
MS4A2,5789.009886798267
TRBC2,5717.475963580117
TIE1,5672.609518514597
VWF,5668.761860052609
C1QB,5666.473200434906
PLVAP,5577.068365938493
